recipe_name,ingredients,location,restaurant_type,cuisine_type,dish_category,price_point,price_range,cooking_method,spice_level,dietary_tags,preparation_time,instructions,launch_date,season,neighborhood_type,population_density,area_income_level,region,avg_monthly_sales,customer_rating,review_count,profit_margin,food_cost,success
Aloo Gobi,"onion, paneer, vegetables, ginger garlic paste, turmeric, chicken",Lucknow India,cafe,north_indian,side_dish,8.34,mid_range,baked,mild,none,13,,2022-12-02,winter,suburban,medium,low,india,179,4.1,32,0.55,4.45,1
Premium Papdi Chaat,"butter, vegetables, chaat masala, green chilies",Ahmedabad India,cafe,indian_street_food,beverage,5.45,budget,sauteed,medium,paleo,13,,2023-09-26,fall,downtown,high,medium,india,169,4.1,46,0.54,2.97,1
Chef's Shakshuka,"oregano, tahini, olives, pepper, lemon, lime",Chicago IL,fine_dining,mediterranean,dessert,55.19,luxury,baked,mild,none,35,,2022-09-10,fall,business_district,high,medium,north_america,79,5.0,22,0.5,24.11,1
Classic Papdi Chaat,"salt, chaat masala, lime, pepper, tamarind chutney, herbs",New York NY,casual_dining,indian_street_food,appetizer,12.45,mid_range,raw,very_hot,none,39,,2022-04-18,spring,tourist_area,high,high,north_america,194,4.5,53,0.56,5.04,1
House Special Sweet and Sour Pork,"sesame oil, salt, cream, butter, spices, soy sauce, scallions, lemon",Vancouver Canada,fast_food,chinese,beverage,11.11,budget,fried,very_hot,nut_free,26,,2022-09-27,fall,tourist_area,medium,high,north_america,512,4.2,74,0.44,5.5,1
Lasagna,"tomatoes, mozzarella, herbs, oil, oregano, parmesan",New York NY,food_truck,italian,beverage,7.28,budget,raw,hot,"paleo,vegan",31,,2022-08-31,summer,business_district,high,high,north_america,148,4.1,29,0.52,4.04,1
Peking Duck,"lime, butter, noodles, soy sauce, herbs, garlic",New York NY,cafe,chinese,side_dish,6.82,budget,grilled,very_hot,nut_free,32,,2023-10-30,fall,business_district,high,high,north_america,117,4.0,18,0.47,2.91,1
Signature Apple Pie,"butter, chicken, bread, bacon, salt, onions",Vancouver Canada,fast_food,american,beverage,11.47,budget,fried,hot,"gluten_free,vegetarian",20,,2022-03-11,spring,suburban,medium,high,north_america,282,4.5,48,0.53,4.3,1
Risotto,"oil, salt, lemon, mozzarella, butter, parmesan, olive oil, herbs",Vancouver Canada,fast_food,italian,side_dish,9.35,budget,roasted,mild,none,29,,2024-01-02,winter,downtown,medium,high,north_america,379,4.2,58,0.66,2.6,1
Kadhai Chicken,"yogurt, garlic, butter, salt, chicken, seasonings",Leicester UK,food_truck,north_indian,appetizer,4.45,budget,steamed,hot,gluten_free,23,,2022-09-29,fall,suburban,medium,medium,europe,80,4.2,17,0.39,2.52,1
Signature Aloo Tikki,"herbs, pepper, coriander, spices, salt",Ahmedabad India,cafe,indian_street_food,appetizer,7.57,budget,fried,mild,none,35,,2022-08-31,summer,residential,high,medium,india,101,4.3,14,0.59,3.22,1
Indian Pizza,"lime, pepper, creative proteins, onion",New York NY,fine_dining,fusion,dessert,71.94,luxury,raw,mild,none,39,,2022-08-10,summer,downtown,high,high,north_america,176,4.3,33,0.44,34.08,1
Korean BBQ Tacos,"onion, fusion spices, lime, salsa, unique toppings, herbs, oil",Jaipur India,cafe,fusion,dessert,9.99,budget,roasted,very_hot,none,20,,2022-04-24,spring,business_district,medium,low,india,98,4.2,9,0.44,5.04,1
Rajasthani Thali,"onions, garlic, onion, lime, red chilies",Los Angeles CA,casual_dining,rajasthani,beverage,14.38,budget,grilled,medium,"gluten_free,dairy_free",15,,2022-10-04,fall,suburban,high,high,north_america,375,5.0,81,0.53,7.66,1
BBQ Ribs,"potatoes, beef, garlic, cheese, lemon, onions, chicken",Pune India,casual_dining,american,beverage,24.62,mid_range,grilled,very_hot,"nut_free,vegetarian",18,,2023-11-25,fall,tourist_area,high,medium,india,371,4.6,77,0.47,10.55,1
Koliwada Prawns,"onion, vegetables, besan, oil",Miami FL,fast_food,maharashtrian,dessert,8.0,budget,roasted,very_hot,"high_protein,nut_free",36,,2023-06-11,summer,suburban,medium,high,north_america,450,4.4,126,0.49,3.68,1
Kulfi,"kidney beans, yogurt, lime, spices, chickpeas, pepper, mustard greens, onion",Hyderabad India,fine_dining,punjabi,appetizer,26.01,upscale,steamed,hot,none,43,,2023-08-08,summer,suburban,high,medium,india,175,4.9,46,0.58,13.15,1
Gobi Manchurian,"cornflour, butter, onion, cabbage",Vancouver Canada,food_truck,indo_chinese,side_dish,3.94,budget,sauteed,very_hot,"keto,low_carb",10,,2024-01-02,winter,suburban,medium,high,north_america,85,3.8,20,0.5,2.15,1
BBQ Ribs,"lime, bacon, spices, tomato",New York NY,fine_dining,american,side_dish,49.57,luxury,steamed,medium,"low_carb,high_protein",10,,2022-04-24,spring,downtown,high,high,north_america,166,5.0,35,0.47,23.49,1
Guacamole,"lemon, salt, chicken, butter, cream",Chennai India,fast_food,mexican,beverage,7.72,budget,roasted,very_hot,none,31,,2023-07-09,summer,tourist_area,high,medium,india,304,4.6,83,0.54,3.54,1
House Special Margherita Pizza,"pepper, mozzarella, butter, pasta, basil, lime, spices, oil",Vancouver Canada,cafe,italian,main_course,7.14,budget,steamed,mild,none,30,,2022-03-29,spring,downtown,medium,high,north_america,187,4.5,44,0.49,3.12,1
BBQ Ribs,"onion, beef, butter, garlic",Lucknow India,fine_dining,american,main_course,32.5,upscale,baked,very_hot,"vegetarian,high_protein,paleo",26,,2023-08-12,summer,tourist_area,medium,low,india,191,4.8,34,0.55,15.95,1
Fish Curry,"lime, cream, onion, mustard oil, butter, spices, pepper, panch phoron",Miami FL,fast_food,bengali,appetizer,8.72,budget,fried,very_hot,vegetarian,14,,2023-05-28,spring,residential,medium,high,north_america,440,4.5,85,0.57,3.55,1
Rasam,"sambar powder, coconut, fish, lime, onion, lentils, rice",San Francisco CA,cafe,south_indian,main_course,12.39,mid_range,sauteed,hot,none,36,,2023-12-05,winter,downtown,high,high,north_america,209,4.3,34,0.51,5.53,1
Lasagna,"lime, oil, pepper, pasta, tomatoes",Chennai India,fast_food,italian,appetizer,6.0,budget,grilled,medium,nut_free,11,,2022-03-30,spring,downtown,high,medium,india,388,4.1,108,0.57,3.11,1
Chef's Appam with Stew,"cream, curry leaves, lime, coconut oil, pepper, herbs",Goa India,cafe,kerala,dessert,9.82,budget,fried,hot,"low_carb,vegetarian",21,,2022-11-09,fall,suburban,low,medium,india,164,4.7,44,0.48,5.77,1
Premium Puran Poli,"lemon, cream, prawns, butter, salt",New York NY,fast_food,maharashtrian,dessert,8.44,budget,sauteed,very_hot,none,44,,2023-02-24,winter,suburban,high,high,north_america,419,4.3,104,0.42,4.79,1
Apple Pie,"vegetables, beef, potatoes, onions, tomato, lettuce, lime",Seattle WA,cafe,american,side_dish,11.79,mid_range,steamed,very_hot,"nut_free,keto,spicy",20,,2022-03-24,spring,business_district,medium,high,north_america,121,4.2,12,0.59,4.08,1
Deluxe Gatte ki Sabzi,"salt, dried berries, red meat, jaggery, vegetables, oil",Ahmedabad India,fine_dining,rajasthani,side_dish,53.45,luxury,fried,mild,vegan,37,,2023-10-15,fall,tourist_area,high,medium,india,185,4.7,31,0.55,21.07,1
Chef's Nachos,"chicken, butter, onion, salt, lemon, cheese, corn tortillas, beef",Chennai India,fine_dining,mexican,beverage,67.09,luxury,fried,hot,paleo,42,,2022-10-22,fall,business_district,high,medium,india,193,4.6,39,0.58,27.55,1
Fish Curry,"prawns, nigella seeds, salt, lime",New York NY,cafe,bengali,main_course,8.66,mid_range,raw,hot,"dairy_free,keto",21,,2024-01-14,winter,suburban,high,high,north_america,119,4.6,13,0.55,4.6,1
Chef's Sushi Burger,"oil, bun, herbs, salt, creative proteins, tomato, lettuce, onion",Kolkata India,fast_food,fusion,appetizer,5.56,budget,sauteed,very_hot,none,12,,2022-10-10,fall,downtown,very_high,medium,india,483,4.2,71,0.53,2.62,1
Chicken Manchurian,"herbs, garlic, salt, oil",Miami FL,food_truck,indo_chinese,side_dish,6.24,budget,raw,mild,"vegan,spicy",39,,2023-10-14,fall,business_district,medium,high,north_america,111,4.4,25,0.38,4.57,1
Premium Rava Idli,"rice, pepper, jaggery, curry leaves, coconut",Delhi India,casual_dining,south_indian,appetizer,18.08,mid_range,steamed,medium,"spicy,vegetarian,dairy_free",16,,2023-03-02,spring,residential,very_high,medium,india,318,4.4,81,0.49,10.44,1
Shorshe Ilish,"mustard seeds, coconut milk, rice, lemon",Austin TX,casual_dining,bengali,main_course,14.37,mid_range,grilled,very_hot,"nut_free,vegan,vegetarian",45,,2022-10-21,fall,downtown,medium,medium,north_america,363,4.7,93,0.53,8.05,1
Classic Kosha Mangsho,"oil, salt, prawns, herbs, nigella seeds",Los Angeles CA,fast_food,bengali,beverage,7.79,budget,sauteed,very_hot,"high_protein,keto",11,,2023-04-29,spring,residential,high,high,north_america,510,4.0,114,0.47,4.22,1
Vada Pav,"lemon, prawns, oil, ginger garlic, rice flour, cream, herbs",Bangalore India,casual_dining,maharashtrian,main_course,14.85,budget,fried,hot,none,43,,2023-10-27,fall,tourist_area,high,medium,india,182,4.5,25,0.59,5.14,1
Bikaneri Bhujia,"lime, butter, ghee, red chilies, dried berries, lentils, vegetables, spices",Jaipur India,casual_dining,rajasthani,appetizer,9.03,budget,baked,medium,none,14,,2023-01-13,winter,residential,medium,low,india,211,4.5,51,0.58,4.13,1
Puran Poli,"ginger garlic, rice flour, pav bread, lime",Chennai India,casual_dining,maharashtrian,dessert,11.54,budget,steamed,very_hot,"gluten_free,high_protein",37,,2023-08-23,summer,downtown,high,medium,india,185,4.4,30,0.54,6.02,1
Falafel Wrap,"feta cheese, olives, oil, pepper",Austin TX,food_truck,mediterranean,side_dish,4.88,budget,grilled,hot,"keto,gluten_free",12,,2023-10-17,fall,business_district,medium,medium,north_america,100,4.4,10,0.45,2.47,1
Sweet and Sour Vegetables,"oil, vinegar, rice, onion",Leicester UK,fine_dining,indo_chinese,appetizer,73.08,luxury,steamed,medium,none,17,,2023-04-20,spring,tourist_area,medium,medium,europe,99,5.0,19,0.61,31.42,1
Spring Rolls,"herbs, sesame oil, chili, rice, salt",Pune India,fast_food,chinese,appetizer,7.68,budget,raw,hot,"high_protein,gluten_free",21,,2022-06-15,summer,tourist_area,high,medium,india,481,4.3,86,0.44,4.22,1
Lasagna,"butter, tomatoes, cream, olive oil, basil, salt",Jaipur India,food_truck,italian,main_course,4.04,budget,steamed,mild,paleo,35,,2023-07-16,summer,residential,medium,low,india,88,4.1,11,0.57,1.68,1
Chicken Manchurian,"cream, garlic, chicken, cabbage, butter, lime, noodles, oil",Ahmedabad India,cafe,indo_chinese,main_course,9.66,budget,baked,mild,"vegetarian,nut_free",19,,2023-09-11,fall,residential,high,medium,india,146,4.3,42,0.45,6.11,1
Puran Poli,"vegetables, pepper, kokum, cream, potatoes, spices",Kolkata India,fine_dining,maharashtrian,beverage,33.73,upscale,roasted,hot,"keto,gluten_free",11,,2022-03-20,spring,suburban,very_high,medium,india,156,4.8,41,0.55,17.45,1
Classic Undhiyu,"cumin seeds, butter, turmeric, salt, onion",Leicester UK,casual_dining,gujarati,beverage,24.59,mid_range,raw,hot,"low_carb,spicy,vegan",37,,2022-04-20,spring,suburban,medium,medium,europe,177,3.9,48,0.43,12.88,1
Signature Chicken Parmesan,"pasta, tomatoes, lemon, mozzarella, chicken, herbs, pepper",Jaipur India,cafe,italian,main_course,4.57,budget,roasted,very_hot,none,21,,2022-09-30,fall,residential,medium,low,india,212,4.0,39,0.4,2.28,1
Guacamole,"lime, beef, corn tortillas, spices, salt, oil, cheese",Hyderabad India,fast_food,mexican,main_course,7.64,budget,fried,very_hot,"gluten_free,keto,spicy",17,,2022-08-18,summer,residential,high,medium,india,421,4.4,78,0.47,4.15,1
Classic Raj Kachori,"green chilies, potatoes, herbs, oil, onion, lemon",Jaipur India,casual_dining,indian_street_food,side_dish,11.79,budget,fried,medium,"gluten_free,high_protein,mild",20,,2022-03-31,spring,business_district,medium,low,india,213,4.1,49,0.43,7.43,1
Schezwan Fried Rice,"butter, pepper, spring onions, cornflour, seasonings, oil",Kolkata India,fast_food,indo_chinese,main_course,7.62,budget,sauteed,very_hot,"spicy,mild",10,,2023-04-09,spring,business_district,very_high,medium,india,526,4.1,52,0.57,3.89,1
Chef's Tiramisu,"spices, mozzarella, lime, herbs",Kolkata India,fast_food,italian,main_course,9.34,budget,raw,mild,"keto,dairy_free",26,,2022-10-14,fall,business_district,very_high,medium,india,290,4.4,39,0.48,5.71,1
Signature BBQ Ribs,"onions, beef, garlic, spices",Toronto Canada,casual_dining,american,appetizer,13.57,budget,grilled,medium,"keto,paleo",12,,2023-12-01,winter,suburban,high,high,north_america,347,4.8,73,0.58,6.11,1
Amritsari Fish,"butter, garlic, onions, coriander, oil, onion",San Francisco CA,food_truck,punjabi,appetizer,8.0,budget,raw,mild,"spicy,nut_free",17,,2022-08-25,summer,suburban,high,high,north_america,188,4.1,28,0.44,4.66,1
Mumbai Street Food,"kokum, lime, prawns, salt, cream",Hyderabad India,fine_dining,maharashtrian,beverage,51.11,luxury,fried,mild,"high_protein,keto,paleo",10,,2022-03-09,spring,residential,high,medium,india,184,5.0,41,0.53,27.63,1
Dal Makhani,"basmati rice, paneer, onion, cream",Delhi India,food_truck,north_indian,dessert,7.27,budget,fried,very_hot,low_carb,40,,2022-10-08,fall,tourist_area,very_high,medium,india,167,4.0,47,0.4,3.68,1
Spring Rolls,"sesame oil, spices, chili, garlic, herbs",Austin TX,fast_food,chinese,main_course,9.94,budget,baked,mild,gluten_free,32,,2022-03-06,spring,suburban,medium,medium,north_america,494,3.9,58,0.48,5.72,1
Ker Sangri,"cardamom, pepper, cream, beans",Miami FL,food_truck,rajasthani,beverage,7.87,budget,roasted,medium,"high_protein,spicy",26,,2023-01-19,winter,suburban,medium,high,north_america,72,4.0,10,0.52,3.98,1
Rava Idli,"fish, rice, vegetables, fenugreek",London UK,fine_dining,south_indian,beverage,42.61,upscale,steamed,very_hot,dairy_free,20,,2024-02-15,winter,business_district,high,high,europe,156,4.9,18,0.61,19.44,1
House Special Pyaaz Kachori,"red chilies, cardamom, garlic, jaggery, herbs, salt",Seattle WA,fine_dining,rajasthani,side_dish,71.54,luxury,fried,hot,"high_protein,gluten_free,low_carb",42,,2022-01-19,winter,tourist_area,medium,high,north_america,84,5.0,21,0.51,41.3,1
Nachos,"chili peppers, avocado, spices, herbs, cilantro",Goa India,fine_dining,mexican,dessert,69.17,luxury,grilled,mild,paleo,35,,2023-11-11,fall,suburban,low,medium,india,116,4.9,24,0.49,39.28,1
Deluxe Coconut Chutney,"fish, cream, onion, mustard seeds",Seattle WA,fast_food,south_indian,appetizer,5.28,budget,raw,mild,"low_carb,gluten_free,high_protein",35,,2023-02-24,winter,downtown,medium,high,north_america,450,4.4,49,0.53,2.43,1
Classic Dal Baati Churma,"lime, red meat, spices, beans, butter, herbs, garlic, salt",Seattle WA,fast_food,rajasthani,side_dish,7.09,budget,sauteed,medium,gluten_free,15,,2023-04-20,spring,downtown,medium,high,north_america,419,4.3,42,0.46,4.53,1
Premium Butter Chicken Poutine,"vegetables, fusion spices, pepper, lime, butter, unique toppings",Ahmedabad India,casual_dining,fusion,main_course,21.27,mid_range,steamed,hot,nut_free,10,,2022-12-29,winter,downtown,high,medium,india,176,4.3,24,0.47,11.04,1
Kung Pao Chicken,"vegetables, onion, sesame oil, garlic, noodles",Kolkata India,casual_dining,chinese,appetizer,13.01,budget,steamed,hot,dairy_free,32,,2023-02-03,winter,tourist_area,very_high,medium,india,221,4.3,55,0.53,6.08,1
Ramen Burger,"garlic, salt, butter, pickles",London UK,cafe,fusion,main_course,11.79,mid_range,sauteed,mild,"low_carb,vegan",16,,2022-12-15,winter,business_district,high,high,europe,92,4.5,24,0.49,6.34,1
Dosa,"rice, salt, curry leaves, fish, butter, mustard seeds",San Francisco CA,casual_dining,south_indian,appetizer,15.49,mid_range,raw,very_hot,dairy_free,31,,2023-03-15,spring,suburban,high,high,north_america,248,4.6,47,0.58,5.27,1
Lassi,"ginger, coriander, yogurt, chickpeas, wheat flour",Bangalore India,fine_dining,punjabi,beverage,79.17,luxury,fried,medium,"keto,vegan,vegetarian",31,,2022-01-04,winter,suburban,high,medium,india,120,5.0,19,0.59,29.56,1
Aloo Paratha,"ghee, chickpeas, yogurt, butter, pepper, coriander, kidney beans, wheat flour",Chicago IL,cafe,punjabi,beverage,10.35,mid_range,grilled,hot,"mild,low_carb,vegan",42,,2023-04-12,spring,business_district,high,medium,north_america,113,4.1,20,0.44,5.85,1
Aloo Posto,"spices, oil, butter, mustard seeds, lime",Hyderabad India,fine_dining,bengali,dessert,60.78,luxury,roasted,hot,none,12,,2023-06-14,summer,downtown,high,medium,india,129,5.0,17,0.57,20.9,1
Risotto,"olive oil, tomatoes, oregano, garlic, mozzarella, lemon, spices, pepper",Ahmedabad India,fine_dining,italian,appetizer,57.77,luxury,baked,mild,dairy_free,42,,2023-03-12,spring,suburban,high,medium,india,129,4.9,24,0.48,33.86,1
Premium Rava Idli,"cream, herbs, butter, lime, mustard seeds, sambar powder, pepper",Pune India,fast_food,south_indian,beverage,10.32,budget,sauteed,very_hot,"dairy_free,nut_free",12,,2023-11-24,fall,residential,high,medium,india,333,4.0,46,0.51,4.35,1
Pani Puri,"spices, oil, sev, garlic, onions, herbs",Ahmedabad India,food_truck,indian_street_food,appetizer,4.31,budget,roasted,very_hot,none,37,,2023-07-29,summer,downtown,high,medium,india,121,4.3,22,0.46,2.05,1
Bisi Bele Bath,"vegetables, chana dal, cream, onion",Los Angeles CA,fast_food,south_indian,side_dish,5.84,budget,raw,mild,high_protein,36,,2022-06-07,summer,tourist_area,high,high,north_america,400,4.6,58,0.46,3.43,1
House Special Rajasthani Thali,"onions, ghee, salt, beans, yogurt, butter",New York NY,food_truck,rajasthani,appetizer,6.46,budget,roasted,medium,"keto,spicy",28,,2022-04-26,spring,tourist_area,high,high,north_america,168,4.8,31,0.61,2.59,1
Deluxe Hummus Plate,"cream, salt, spices, olives, tahini, olive oil, oil, feta cheese",Chicago IL,food_truck,mediterranean,main_course,7.11,budget,raw,mild,mild,39,,2022-03-19,spring,business_district,high,medium,north_america,124,4.1,35,0.44,3.8,1
Fried Rice,"soy sauce, lime, onion, ginger, garlic, pepper, cream, noodles",Goa India,fine_dining,chinese,main_course,43.79,upscale,raw,mild,"vegetarian,dairy_free",17,,2022-02-17,winter,residential,low,medium,india,149,5.0,27,0.47,22.91,1
Tiramisu,"cream, mozzarella, olive oil, butter",Los Angeles CA,casual_dining,italian,side_dish,14.09,budget,fried,very_hot,mild,29,,2022-10-31,fall,business_district,high,high,north_america,140,4.8,14,0.47,7.43,1
Signature Shakshuka,"herbs, cucumbers, vegetables, onion, oil, lemon, butter",Lucknow India,fine_dining,mediterranean,appetizer,36.15,upscale,fried,very_hot,"low_carb,gluten_free,vegetarian",18,,2023-06-28,summer,downtown,medium,low,india,81,4.8,18,0.59,17.96,1
House Special Kosha Mangsho,"mustard oil, potatoes, salt, fish, lemon, cream, rice",Kolkata India,casual_dining,bengali,appetizer,21.57,mid_range,grilled,medium,none,19,,2022-10-30,fall,tourist_area,very_high,medium,india,201,4.0,44,0.48,13.26,1
House Special Kerala Sadya,"herbs, rice, vegetables, black pepper, tamarind, green chilies",Austin TX,casual_dining,kerala,beverage,16.14,mid_range,grilled,medium,"dairy_free,low_carb",29,,2024-02-23,winter,downtown,medium,medium,north_america,182,4.6,33,0.5,6.69,1
Fish Curry,"potatoes, fish, cream, mustard seeds, onion, prawns, garlic",Jaipur India,cafe,bengali,side_dish,10.96,mid_range,steamed,very_hot,nut_free,35,,2023-12-31,winter,residential,medium,low,india,106,4.3,15,0.36,6.71,1
House Special Laal Maas,"beans, cream, onions, onion, red meat, wheat flour",Hyderabad India,food_truck,rajasthani,main_course,7.81,budget,sauteed,very_hot,gluten_free,18,,2023-08-01,summer,downtown,high,medium,india,122,3.8,23,0.57,3.47,1
